job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,_layer1_tag,_layer1_reason,_layer1_confidence,_gray_zone_reason
AI00359,AI Specialist,110858,USD,MI,FL,Denmark,L,Denmark,50,"Git, Hadoop, PyTorch, Java",Master,4,Energy,2024-01-08,2024-01-31,1052,5.3,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00361,AI Product Manager,115976,USD,EX,CT,Austria,S,Austria,100,"Statistics, GCP, SQL",Master,12,Energy,2024-01-15,2024-02-23,1437,8.8,DeepTech Ventures,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00362,Principal Data Scientist,71134,EUR,EN,CT,France,L,France,50,"TensorFlow, Data Visualization, Kubernetes, Linux",Master,1,Manufacturing,2025-01-10,2025-02-11,1395,9.2,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00364,AI Consultant,96419,USD,MI,CT,Norway,S,United States,0,"Docker, Scala, AWS",PhD,3,Manufacturing,2025-01-12,2025-02-09,1515,6.5,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00366,AI Specialist,213785,USD,EX,FT,Canada,M,Canada,100,"SQL, Git, Java, Docker",Master,13,Energy,2024-01-29,2024-03-13,1813,9.5,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00367,AI Software Engineer,59378,USD,EN,PT,Austria,L,Japan,100,"Linux, Scala, PyTorch, Hadoop",PhD,0,Real Estate,2024-06-02,2024-08-14,749,5.7,Digital Transformation LLC,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00368,AI Architect,61374,USD,EN,CT,Norway,S,Denmark,50,"MLOps, Java, Linux",Associate,1,Consulting,2024-03-18,2024-05-15,509,6.6,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00375,AI Consultant,133437,USD,EX,PT,Austria,S,Austria,50,"Hadoop, Docker, MLOps",Associate,13,Automotive,2024-08-13,2024-10-04,1342,7.8,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00376,AI Architect,90174,USD,EN,FL,Denmark,S,Denmark,50,"PyTorch, Mathematics, Tableau",Bachelor,1,Technology,2025-01-06,2025-01-30,662,8.2,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00381,AI Product Manager,45830,EUR,EN,FT,France,S,France,50,"Python, Statistics, Computer Vision, Azure",Bachelor,1,Real Estate,2024-12-26,2025-02-17,2472,6.2,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00383,AI Software Engineer,84101,USD,EN,CT,Switzerland,L,Switzerland,50,"Linux, Kubernetes, GCP",Associate,0,Telecommunications,2025-03-03,2025-05-05,1888,7.5,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00384,AI Product Manager,57591,USD,EN,CT,Singapore,M,Singapore,0,"PyTorch, SQL, TensorFlow, Kubernetes, Git",PhD,1,Gaming,2024-05-17,2024-07-02,1937,6.4,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00389,AI Architect,135102,USD,EX,PT,China,S,China,100,"AWS, Kubernetes, Tableau, Computer Vision, Statistics",Master,17,Finance,2024-08-14,2024-09-05,2160,9.1,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00391,AI Consultant,122593,USD,SE,FL,South Korea,L,South Korea,100,"TensorFlow, NLP, Java, Deep Learning, Scala",Master,7,Telecommunications,2024-05-21,2024-07-19,832,6.4,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00392,AI Product Manager,107056,USD,MI,CT,Norway,M,Norway,50,"Data Visualization, Scala, Statistics",PhD,4,Finance,2024-06-14,2024-07-09,1715,9.9,TechCorp Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00395,Principal Data Scientist,125671,USD,SE,PT,Norway,S,Norway,0,"Git, Spark, MLOps, NLP, Python",PhD,7,Healthcare,2024-03-30,2024-05-17,2126,6.2,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00398,AI Software Engineer,69220,USD,MI,CT,Singapore,S,South Korea,100,"Hadoop, PyTorch, Scala, TensorFlow",Associate,2,Healthcare,2024-01-08,2024-02-26,571,10.0,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00404,AI Consultant,33959,USD,EN,PT,South Korea,S,South Korea,0,"GCP, MLOps, Computer Vision, Data Visualization",Bachelor,1,Gaming,2024-05-07,2024-06-28,1088,9.1,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00405,AI Product Manager,229855,GBP,EX,FL,United Kingdom,L,Canada,0,"Hadoop, Tableau, Mathematics, SQL, AWS",PhD,16,Energy,2024-04-22,2024-05-09,979,5.1,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00406,Principal Data Scientist,85361,EUR,MI,PT,Germany,L,Germany,50,"Statistics, Mathematics, SQL, TensorFlow",PhD,2,Technology,2025-04-21,2025-06-27,1150,6.0,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00408,Principal Data Scientist,45147,USD,EN,CT,Japan,M,Japan,100,"Python, Computer Vision, Git",Associate,0,Gaming,2024-02-13,2024-03-05,1935,7.6,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00414,AI Software Engineer,58405,EUR,EN,FT,France,L,France,100,"NLP, Python, Scala",PhD,1,Media,2025-02-18,2025-03-26,783,9.2,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00423,AI Software Engineer,114667,USD,MI,PT,Denmark,S,Denmark,0,"Git, SQL, Python, TensorFlow",Bachelor,4,Consulting,2025-04-08,2025-05-21,1607,5.9,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00428,AI Architect,95186,USD,EX,FT,Austria,S,Germany,100,"PyTorch, Kubernetes, Linux, Computer Vision",Master,18,Retail,2024-11-02,2024-12-09,1301,7.1,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00429,AI Specialist,133855,USD,SE,FL,Singapore,S,Singapore,0,"SQL, Python, GCP, R",PhD,8,Gaming,2024-09-02,2024-09-17,1070,7.8,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00433,AI Consultant,59227,USD,MI,FL,Finland,S,Finland,50,"Java, PyTorch, TensorFlow",Bachelor,3,Consulting,2025-03-27,2025-05-26,935,5.8,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00436,AI Software Engineer,100678,USD,MI,FT,United States,S,United States,100,"Deep Learning, Hadoop, R",PhD,4,Automotive,2024-01-09,2024-02-18,617,6.5,AI Innovations,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00440,AI Software Engineer,94044,USD,EN,PT,United States,L,United States,100,"Docker, TensorFlow, AWS",PhD,1,Healthcare,2024-02-18,2024-04-30,1367,8.4,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00442,AI Software Engineer,198743,USD,EX,FL,Canada,M,United States,50,"Git, Azure, Java",Master,19,Manufacturing,2024-11-11,2025-01-09,770,9.0,Cloud AI Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00444,AI Architect,64832,USD,MI,PT,Austria,S,Germany,50,"Java, Python, Data Visualization, Kubernetes",Associate,2,Consulting,2024-12-10,2025-02-11,2357,6.4,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00447,Principal Data Scientist,46950,USD,MI,FL,Ireland,S,Sweden,100,"Docker, SQL, GCP, Scala, Git",Bachelor,2,Government,2025-02-03,2025-04-07,2143,8.4,Cognitive Computing,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00448,AI Consultant,84808,USD,SE,CT,Japan,S,Japan,0,"Java, Hadoop, AWS, Mathematics, Deep Learning",PhD,7,Consulting,2025-02-11,2025-03-09,2447,6.6,Cognitive Computing,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00449,AI Architect,153304,USD,SE,FL,Singapore,L,Canada,0,"Linux, AWS, Git, Python",PhD,7,Real Estate,2024-04-08,2024-05-31,891,7.6,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00451,AI Specialist,72769,USD,MI,CT,Ireland,M,Finland,50,"Python, TensorFlow, Linux, Java, Kubernetes",Associate,4,Transportation,2024-07-17,2024-08-29,2306,8.7,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00468,AI Consultant,49641,USD,EN,CT,India,L,India,100,"Java, Deep Learning, SQL, MLOps",Master,0,Media,2024-09-19,2024-11-26,1450,9.5,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00477,AI Consultant,173054,USD,SE,CT,Sweden,L,Sweden,100,"Git, GCP, MLOps, Deep Learning, Statistics",PhD,6,Finance,2024-07-04,2024-07-31,1353,7.1,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00479,AI Architect,98984,USD,MI,FT,Denmark,M,United Kingdom,100,"Git, Python, PyTorch",Bachelor,2,Gaming,2024-09-12,2024-11-22,1443,9.2,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00481,AI Product Manager,107603,USD,SE,PT,Finland,M,Finland,0,"PyTorch, NLP, Tableau, Computer Vision",Associate,6,Technology,2025-04-14,2025-04-28,2098,8.5,Future Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00483,AI Product Manager,170702,USD,EX,FT,United States,S,United States,100,"Computer Vision, SQL, NLP, Hadoop, TensorFlow",Bachelor,13,Retail,2024-05-07,2024-06-12,1980,6.2,DeepTech Ventures,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00486,AI Software Engineer,85131,GBP,MI,FT,United Kingdom,M,Germany,50,"R, SQL, Spark",Associate,4,Healthcare,2024-01-14,2024-02-20,1593,9.9,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00487,AI Specialist,85625,USD,SE,PT,China,S,Japan,100,"Kubernetes, PyTorch, Git",Associate,9,Telecommunications,2025-03-20,2025-04-22,1506,8.0,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00491,Principal Data Scientist,104315,GBP,MI,CT,United Kingdom,M,France,50,"Kubernetes, NLP, Python",PhD,3,Technology,2025-02-27,2025-04-05,1512,6.5,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00492,AI Product Manager,49234,USD,MI,FL,Finland,S,Finland,0,"Python, TensorFlow, Azure, PyTorch, Deep Learning",Master,2,Finance,2024-01-03,2024-02-04,898,9.3,Algorithmic Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00493,Principal Data Scientist,104397,USD,SE,FT,Australia,S,Australia,50,"Mathematics, NLP, Deep Learning, Python",PhD,8,Government,2024-06-27,2024-08-22,1903,5.7,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00496,AI Specialist,77545,EUR,EN,FL,Netherlands,M,Netherlands,50,"Scala, R, SQL, NLP, Java",Master,0,Retail,2025-04-04,2025-06-07,1632,7.4,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00497,AI Software Engineer,161796,USD,SE,FL,Australia,L,Australia,100,"Spark, PyTorch, TensorFlow, Scala",Associate,9,Finance,2024-11-22,2025-01-08,1838,7.0,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00508,AI Architect,64826,EUR,EN,CT,France,M,France,0,"GCP, Scala, Java, SQL, Deep Learning",PhD,0,Consulting,2024-08-10,2024-09-23,1862,5.6,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00510,AI Software Engineer,172271,USD,SE,FT,Denmark,S,Germany,50,"Git, R, Scala, Kubernetes",PhD,9,Consulting,2024-08-20,2024-10-18,1002,8.5,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00511,AI Specialist,156725,USD,EX,CT,South Korea,L,Sweden,0,"AWS, Kubernetes, NLP",Associate,19,Media,2024-07-13,2024-09-02,1293,5.0,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00516,AI Product Manager,117510,EUR,MI,FT,France,L,France,0,"Data Visualization, PyTorch, Tableau",Associate,2,Media,2024-08-14,2024-09-19,2075,7.6,Future Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00518,AI Architect,61352,USD,MI,CT,Japan,M,Japan,100,"Git, Python, NLP, Linux",Master,3,Technology,2025-04-25,2025-06-24,1942,6.3,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00524,AI Product Manager,134087,USD,EX,FT,Australia,S,Australia,0,"Python, Scala, TensorFlow, Spark, GCP",PhD,12,Consulting,2024-07-01,2024-07-24,968,5.9,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00526,AI Specialist,159755,GBP,SE,FT,United Kingdom,L,Singapore,50,"MLOps, PyTorch, Git",PhD,9,Gaming,2024-07-30,2024-09-28,1272,8.7,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00530,Principal Data Scientist,140113,USD,SE,CT,Australia,M,South Korea,50,"PyTorch, Kubernetes, R",Master,5,Telecommunications,2024-05-04,2024-07-15,1430,9.1,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00531,AI Software Engineer,73269,GBP,EN,FT,United Kingdom,S,United Kingdom,50,"Kubernetes, Data Visualization, GCP, MLOps, PyTorch",Associate,0,Automotive,2024-12-04,2025-01-15,986,5.2,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00532,AI Software Engineer,103806,USD,MI,CT,United States,L,United States,100,"NLP, Tableau, Azure, R",Associate,3,Finance,2024-09-02,2024-10-01,1905,8.3,Digital Transformation LLC,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00533,Principal Data Scientist,103370,USD,SE,FT,Singapore,S,Singapore,0,"Hadoop, Python, Git",Bachelor,7,Energy,2024-12-05,2025-01-31,2149,8.9,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00537,AI Specialist,108886,USD,EN,FL,Switzerland,M,Switzerland,50,"R, Tableau, Python, Statistics, Deep Learning",Bachelor,0,Real Estate,2024-02-16,2024-03-03,2369,5.3,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00541,AI Product Manager,136651,USD,EX,CT,Japan,M,Finland,0,"GCP, Java, Mathematics, Kubernetes",Bachelor,17,Manufacturing,2024-09-01,2024-11-05,1124,5.6,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00542,AI Software Engineer,237637,USD,EX,FT,Sweden,L,Sweden,0,"PyTorch, Python, AWS",Associate,17,Technology,2024-02-02,2024-02-22,786,5.7,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00543,AI Consultant,59160,USD,EN,FT,Ireland,L,United Kingdom,50,"Azure, AWS, GCP, Tableau",Bachelor,0,Transportation,2024-01-17,2024-03-20,1772,7.4,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00549,AI Software Engineer,135272,USD,EX,FT,India,L,Denmark,0,"Computer Vision, PyTorch, SQL, Java, R",Bachelor,17,Media,2024-10-22,2024-12-15,2061,5.1,Cognitive Computing,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00553,AI Consultant,137427,USD,SE,PT,Sweden,M,Sweden,100,"Kubernetes, Linux, NLP, Docker, Deep Learning",Associate,7,Real Estate,2024-11-29,2025-02-06,756,5.7,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00559,AI Software Engineer,81319,EUR,EN,CT,Germany,L,Sweden,0,"Tableau, TensorFlow, Linux, Python",Bachelor,0,Automotive,2025-02-19,2025-04-15,581,9.0,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00561,AI Specialist,105668,USD,EX,CT,China,S,China,100,"Java, Computer Vision, AWS, MLOps, Hadoop",Associate,11,Retail,2024-11-24,2025-01-08,2254,8.5,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00562,AI Architect,223289,USD,EX,FT,Norway,L,Germany,0,"Java, Deep Learning, Tableau, Scala, TensorFlow",Associate,14,Gaming,2025-03-19,2025-04-23,1504,7.9,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00568,AI Software Engineer,148214,USD,EX,FT,Finland,S,China,50,"Hadoop, GCP, Tableau, R, Git",Associate,19,Telecommunications,2024-11-17,2025-01-10,1176,9.0,Cloud AI Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00572,AI Architect,313205,USD,EX,FT,Norway,L,Norway,50,"Kubernetes, AWS, Scala, Spark",Associate,12,Gaming,2024-02-18,2024-04-11,1946,6.7,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00573,AI Architect,83357,USD,MI,PT,Sweden,L,Sweden,50,"Git, Mathematics, Tableau, Hadoop",PhD,4,Healthcare,2024-07-28,2024-09-10,2143,5.1,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00576,AI Consultant,53116,USD,EN,CT,Sweden,M,Sweden,0,"Hadoop, Docker, MLOps",Master,0,Retail,2024-05-20,2024-07-23,1658,5.7,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00577,AI Product Manager,46556,USD,EN,CT,Israel,M,United States,100,"Mathematics, Data Visualization, Python, SQL, Spark",Bachelor,0,Technology,2024-05-26,2024-07-28,1410,9.8,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00580,AI Consultant,64072,GBP,EN,PT,United Kingdom,M,United Kingdom,0,"Java, MLOps, Scala, Deep Learning",PhD,0,Automotive,2025-04-25,2025-06-14,2264,5.3,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00583,AI Software Engineer,43117,USD,EN,FT,Israel,M,Israel,50,"Python, TensorFlow, Git",Bachelor,1,Gaming,2024-01-08,2024-02-15,1133,10.0,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00588,AI Software Engineer,87531,EUR,MI,PT,Netherlands,S,Germany,100,"Scala, Data Visualization, Python, MLOps, Azure",Associate,3,Manufacturing,2024-03-03,2024-04-03,2261,8.8,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00589,AI Consultant,139122,EUR,EX,PT,Germany,M,Germany,50,"R, Kubernetes, Spark, Scala",Master,12,Healthcare,2025-02-19,2025-04-13,964,5.8,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00591,AI Product Manager,106583,USD,EN,FT,United States,L,United States,100,"Docker, PyTorch, SQL, Mathematics",Bachelor,1,Real Estate,2024-09-07,2024-11-04,1886,8.1,AI Innovations,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00596,AI Product Manager,117075,GBP,SE,CT,United Kingdom,M,United Kingdom,100,"Mathematics, Python, Kubernetes",Bachelor,8,Gaming,2025-04-24,2025-06-12,1770,8.4,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00598,AI Specialist,79627,GBP,EN,CT,United Kingdom,M,United Kingdom,100,"Spark, Hadoop, PyTorch",Bachelor,1,Gaming,2025-02-28,2025-04-07,1499,10.0,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00601,AI Architect,73822,USD,MI,FT,India,M,India,0,"Python, Linux, Hadoop",PhD,3,Automotive,2024-08-19,2024-10-29,531,7.4,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00603,AI Consultant,97370,USD,MI,FL,Sweden,M,Sweden,100,"Deep Learning, Computer Vision, Tableau, Kubernetes",Master,2,Consulting,2024-10-14,2024-11-29,1038,7.0,Cognitive Computing,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00605,AI Architect,146023,USD,SE,FT,United States,M,United States,50,"Python, Docker, SQL, AWS, Scala",PhD,5,Finance,2024-09-02,2024-10-10,2193,6.3,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00606,AI Software Engineer,167210,USD,EX,FL,Norway,S,Canada,0,"Scala, TensorFlow, Deep Learning",Master,15,Technology,2024-10-15,2024-12-20,985,5.7,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00609,AI Software Engineer,45441,USD,EN,FL,Ireland,M,Ireland,100,"Java, Spark, Azure, SQL, Deep Learning",Bachelor,1,Transportation,2024-04-10,2024-06-16,2493,7.3,Cognitive Computing,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00611,AI Architect,140104,USD,MI,CT,Norway,M,Norway,100,"Deep Learning, PyTorch, Tableau",PhD,2,Consulting,2024-01-28,2024-03-16,1858,8.5,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00613,AI Software Engineer,303636,USD,EX,PT,Denmark,M,Denmark,100,"R, Tableau, GCP, MLOps",Master,10,Government,2024-07-27,2024-08-13,2105,9.4,DeepTech Ventures,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI00616,AI Architect,65919,USD,SE,FT,India,S,India,50,"Kubernetes, SQL, MLOps, GCP, Docker",PhD,7,Telecommunications,2024-01-12,2024-03-09,2098,7.7,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00617,AI Specialist,101235,USD,SE,PT,Ireland,M,Ireland,100,"Git, Scala, GCP, Kubernetes, AWS",Bachelor,6,Media,2024-11-18,2025-01-14,1238,6.7,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00620,AI Consultant,224280,USD,EX,FT,Denmark,L,Denmark,100,"Scala, PyTorch, SQL, Data Visualization, TensorFlow",Bachelor,18,Retail,2024-09-20,2024-11-17,2245,6.1,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00621,Principal Data Scientist,50915,USD,MI,FL,Finland,S,South Korea,100,"PyTorch, Data Visualization, Spark",Associate,2,Retail,2024-10-07,2024-10-30,1178,6.4,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00622,AI Specialist,131250,EUR,SE,FT,Netherlands,L,Netherlands,100,"PyTorch, Mathematics, TensorFlow, Hadoop, NLP",Bachelor,9,Gaming,2024-08-12,2024-10-09,2056,8.3,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00624,AI Architect,70128,USD,EN,CT,Sweden,M,Sweden,100,"Scala, SQL, GCP, TensorFlow",Associate,0,Healthcare,2024-09-07,2024-10-07,931,7.0,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI00627,Principal Data Scientist,90172,USD,SE,FT,Israel,L,India,50,"Kubernetes, Python, TensorFlow",Associate,7,Consulting,2024-01-14,2024-03-18,1788,5.7,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
